Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Type,Category,Nearest_Station,Station_Province,Distance_km,Max_24hr_Rainfall_mm,Total_Storm_Rainfall_mm,Min_Pressure_hPa,Max_Sustained_Wind_kph,Duration_in_PAR_Hours
KIKO,2021,2,BATANES,ITBAYAT,977.0,2985.0,5.0,0.0,0.0,0.0,11.0,174.0,185.0,977.0,488500.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942956938694,290.9729556485983,413.75967260061066,934.4189457393829,21.4841174338152,116.0
KIKO,2021,2,BATANES,IVANA,441.0,1609.0,4.0,0.0,3.0,0.0,15.0,190.0,205.0,575.0,890500.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,9.47055373163546,249.7327922401265,263.0632003522645,939.5960851370869,214.56405688102205,116.0
KIKO,2021,2,BATANES,MAHATAO,517.0,1792.0,4.0,0.0,2.0,0.0,22.0,87.0,109.0,823.0,1788500.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,4.890815626515307,63.701733203482846,167.38333759252367,974.2507899188854,247.60869266934057,116.0
KIKO,2021,2,BATANES,SABTANG,575.0,1968.0,6.0,0.0,5.0,0.0,25.0,211.0,236.0,575.0,287500.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103245572,54.54749016213019,84.58129032553852,954.6573847617274,41.9181762400537,116.0
KIKO,2021,2,BATANES,UYUGAN,450.0,1558.0,4.0,0.0,17.0,0.0,21.0,151.0,172.0,873.0,2340000.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,8.64408069177196,55.02135295603014,202.50810670032726,966.7376038352436,58.74744464790105,116.0
MARING,2021,2,BATANES,BASCO,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BASCO,BATANES,2.4975035611784056,91.27267288786132,193.71705705039622,981.0164071347283,250.5791126651253,118.0
BETTY,2023,2,CAGAYAN,CALAYAN,380.0,1195.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,491042.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",CALAYAN,CAGAYAN,3.9256751233842966,157.42692948967135,293.472485331342,992.0863865755646,149.00963447368312,133.0
BETTY,2023,2,CAGAYAN,GONZAGA,111.0,410.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,555842.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",APARRI,CAGAYAN,52.36313462232162,129.58350559263474,137.9180857131116,920.8038145739212,23.40719227321369,133.0
BETTY,2023,2,CAGAYAN,RIZAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,482212.5,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,43.1918957089868,87.36874205941257,104.32714526857322,949.9429516973074,81.831679703247,133.0
BETTY,2023,2,CAGAYAN,SANTA ANA,162.0,503.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,576722.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",APARRI,CAGAYAN,65.83345146295328,183.55586841671385,326.8205460292503,989.214050197096,127.98648182452631,133.0
BETTY,2023,2,CAGAYAN,SANTA TERESITA,9.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17167.5,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,31.270818288418305,41.84815819561255,56.26502539534722,1008.6286470254573,186.29813864594425,133.0
FLORITA,2022,2,CAGAYAN,ABULUG,16.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,22.685925482362137,87.64339456056544,101.89474011361716,995.6375104356893,195.9584907528319,74.0
FLORITA,2022,2,CAGAYAN,ALLACAPAN,7.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,17.431435785945638,109.90855298810752,112.330248035085,928.290744141169,258.9011631021095,74.0
FLORITA,2022,2,CAGAYAN,AMULUNG,7.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,23.45790751390724,136.82099526511078,328.1212749250068,905.3716472384245,89.00268785210217,74.0
FLORITA,2022,2,CAGAYAN,APARRI,102.0,355.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,0.1319545570214243,235.55278841790408,383.05446030970546,943.6210298628565,149.17282444843406,74.0
FLORITA,2022,2,CAGAYAN,BAGGAO,1655.0,4982.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,1736375.0,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",TUGUEGARAO,CAGAYAN,35.84262703040968,59.90213464750792,130.55241634792077,976.4133887386855,147.9976514863052,74.0
FLORITA,2022,2,CAGAYAN,BALLESTEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,,,APARRI,CAGAYAN,14.143693277869955,154.27033152408347,213.57744778161452,944.0339791979287,117.354862267337,74.0
FLORITA,2022,2,CAGAYAN,CLAVERIA,135.0,356.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,61.74324568968202,177.72437065861274,247.66501660778266,942.813512230777,60.598854522180844,74.0
FLORITA,2022,2,CAGAYAN,ENRILE,1.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,6.917462249599953,13.935123815999317,168.86583005223568,988.9699547406341,254.5895751641222,74.0
FLORITA,2022,2,CAGAYAN,GATTARAN,391.0,1434.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,558000.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,40.29307183078743,182.26345557043152,314.5375777845144,926.9824912787342,224.79612479998065,74.0
FLORITA,2022,2,CAGAYAN,GONZAGA,56.0,217.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,52.36313462232162,51.15723710618746,88.19635067968105,991.773307725514,139.59992679061693,74.0
FLORITA,2022,2,CAGAYAN,IGUIG,386.0,1712.0,10.0,0.0,0.0,0.0,2.0,14.0,16.0,500.0,273400.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,15.806836628623907,19.515477895583857,54.33734496240073,932.884624123724,164.77890144416716,74.0
FLORITA,2022,2,CAGAYAN,LAL LO,110.0,315.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,256000.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,31.89656343289272,284.66566117599996,304.34479111867944,922.6703037381841,74.54265285431896,74.0
FLORITA,2022,2,CAGAYAN,LASAM,17.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,35.12842453735578,289.6896099223678,421.75015386263544,939.0186884559608,150.50889689401924,74.0
FLORITA,2022,2,CAGAYAN,PAMPLONA,51.0,109.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,APARRI,CAGAYAN,34.709542014694385,242.51920443493833,395.3937368792855,979.1181046277329,186.7928319491542,74.0
FLORITA,2022,2,CAGAYAN,PENABLANCA,526.0,1732.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.43257949572228,91.3841307520112,144.39341641701202,896.3802636223193,143.6400868127813,74.0
FLORITA,2022,2,CAGAYAN,PIAT,9.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.094254799469542,29.30163420191516,33.490626408097725,905.5344980633622,257.6684409403859,74.0
FLORITA,2022,2,CAGAYAN,RIZAL,29.0,84.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,43.1918957089868,205.26990795364708,221.70424144893255,1003.687827336202,166.7219974994543,74.0
FLORITA,2022,2,CAGAYAN,SANTA ANA,43.0,171.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,65.83345146295328,132.0457481218804,325.6177550908865,902.8139115595765,109.03369102212056,74.0
FLORITA,2022,2,CAGAYAN,SANTA PRAXEDES,40.0,122.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,70.4756287386241,36.61147045343365,95.7004259489177,953.8045513310371,205.31648662780114,74.0
FLORITA,2022,2,CAGAYAN,SANTO NINO,23.0,74.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],TUGUEGARAO,CAGAYAN,41.52522939330027,148.55307303338105,302.3977026010078,955.310880666052,60.91100277959409,74.0
FLORITA,2022,2,CAGAYAN,SOLANA,30.0,106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,10.801831390031252,10.316556334565519,135.24927010541828,943.6511800665319,112.28379528950397,74.0
FLORITA,2022,2,CAGAYAN,TUGUEGARAO CITY,622.0,2250.0,17.0,0.0,1.0,0.0,0.0,6.0,6.0,500.0,256000.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,3.6175494606262433,272.79612062363464,349.1840485542138,963.8168823149864,103.27014809062061,74.0
KARDING,2022,2,CAGAYAN,APARRI,278.0,1084.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12048.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,0.1319545570214243,77.63399448000507,118.7714469191161,909.8774743536904,123.63370282586655,114.0
KIKO,2021,2,CAGAYAN,ABULUG,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,22.685925482362137,198.75668530619458,223.03396893807587,951.8460948109773,207.6271582228943,116.0
KIKO,2021,2,CAGAYAN,ALCALA,9.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,33.47966584578591,93.51332282682328,216.5159164345966,928.3825231820966,136.20152771921778,116.0
KIKO,2021,2,CAGAYAN,ALLACAPAN,96.0,346.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,17.431435785945638,156.02040635334325,310.94716248090083,966.0167437517946,210.56346806383107,116.0
KIKO,2021,2,CAGAYAN,APARRI,57.0,248.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,0.1319545570214243,164.01308380298389,292.79393451121,898.3590606385094,158.3573367535678,116.0
KIKO,2021,2,CAGAYAN,BAGGAO,828.0,2363.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,376872.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703040968,55.45633665765811,161.51676330748978,954.2140641891319,102.09666431781328,116.0
KIKO,2021,2,CAGAYAN,BUGUEY,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,21.324535393683966,290.8753883293676,299.26563301569485,904.085146199832,214.39489848403338,116.0
KIKO,2021,2,CAGAYAN,CALAYAN,217.0,696.0,9.0,0.0,0.0,0.0,2.0,14.0,16.0,985.0,870200.0,"['ANTIGEN TEST KIT', 'FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'MEDICAL']",CALAYAN,CAGAYAN,3.9256751233842966,232.53984700833436,426.23760252721115,916.2235982049548,77.18952093274197,116.0
KIKO,2021,2,CAGAYAN,GATTARAN,226.0,825.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,40.29307183078743,281.8496824692567,441.59252080017166,908.4322740420658,73.85191515195092,116.0
KIKO,2021,2,CAGAYAN,GONZAGA,11.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,52.36313462232162,268.44820512829466,327.0126124684876,903.7689113829463,141.08070177316057,116.0
KIKO,2021,2,CAGAYAN,LAL LO,88.0,323.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,31.89656343289272,179.36999364332553,375.3640595150956,987.3424237028867,82.60381903090135,116.0
KIKO,2021,2,CAGAYAN,LASAM,57.0,197.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,35.12842453735578,276.562270506935,396.93858843419946,917.1419837959157,22.18088838829192,116.0
KIKO,2021,2,CAGAYAN,PAMPLONA,95.0,264.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,34.709542014694385,26.54775061557585,143.03228225702514,1000.5260916423784,175.59140655171237,116.0
KIKO,2021,2,CAGAYAN,SANTA ANA,106.0,420.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,65.83345146295328,58.79485872574356,208.40949461164996,1006.0904482948748,142.66251715337552,116.0
KIKO,2021,2,CAGAYAN,SANTA PRAXEDES,9.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,70.4756287386241,13.56818667316142,175.92214429118894,954.2638610918226,126.92427547835868,116.0
KIKO,2021,2,CAGAYAN,SANTA TERESITA,56.0,211.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,31.270818288418305,97.5990992289793,228.89482069527983,898.5901459465445,252.07244350839568,116.0
KIKO,2021,2,CAGAYAN,SOLANA,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,10.801831390031252,116.6031869068446,142.2223361800846,928.6912716393456,157.08780415109928,116.0
MARING,2021,2,CAGAYAN,ABULUG,31.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,172880.0,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",APARRI,CAGAYAN,22.685925482362137,81.40470953216877,149.05821073106844,983.7051942352679,227.22357866945228,118.0
MARING,2021,2,CAGAYAN,ALLACAPAN,123.0,543.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,123.0,62976.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,17.431435785945638,248.6212527455788,434.2379808107887,927.7607947306192,53.46805668923844,118.0
MARING,2021,2,CAGAYAN,AMULUNG,3.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,23.45790751390724,107.02599800807678,151.94912037684716,891.3122383793625,156.60955115106265,118.0
MARING,2021,2,CAGAYAN,APARRI,5915.0,20505.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6835.0,12303536.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,0.1319545570214243,84.28035290621423,158.71375767371688,952.3820384206645,228.31511041541668,118.0
MARING,2021,2,CAGAYAN,BAGGAO,1853.0,5938.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.0,1258696.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703040968,162.80882494747453,249.22420153631373,989.8657106944845,159.94538174717553,118.0
MARING,2021,2,CAGAYAN,BALLESTEROS,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50000.0,['HYGIENE KIT'],['HYGIENE KIT'],APARRI,CAGAYAN,14.143693277869955,42.27726749242879,130.15826543131922,983.4704303286553,192.32340275048037,118.0
MARING,2021,2,CAGAYAN,BUGUEY,4219.0,15801.0,26.0,0.0,0.0,0.0,0.0,13.0,13.0,2089.0,2423419.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'NON FOOD ITEM']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'OTHERS']",APARRI,CAGAYAN,21.324535393683966,240.6590942262119,363.247010725117,902.7660082169459,109.29045627492977,118.0
MARING,2021,2,CAGAYAN,CALAYAN,1000.0,3235.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,653952.0,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",CALAYAN,CAGAYAN,3.9256751233842966,22.365193103931247,210.98036065287278,967.4593998736207,42.187884088895984,118.0
MARING,2021,2,CAGAYAN,CAMALANIUGAN,611.0,2476.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1220.0,2779245.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,10.53998482363736,296.06608098015516,344.20462334665615,908.6655542466341,129.89607083049714,118.0
MARING,2021,2,CAGAYAN,CLAVERIA,36.0,144.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,180000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,61.74324568968202,231.67343078899722,255.97370604918083,908.3669794917824,114.6750538013258,118.0
MARING,2021,2,CAGAYAN,GATTARAN,1891.0,6038.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,2513192.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,40.29307183078743,59.61470446025172,99.10880243223919,993.629330529674,228.09444377094735,118.0
MARING,2021,2,CAGAYAN,GONZAGA,1943.0,6357.0,21.0,0.0,0.0,0.0,5.0,1.0,6.0,3537.0,9471504.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,52.36313462232162,1.6566351370807197,179.04161517893462,912.4569638562299,78.55887256459334,118.0
MARING,2021,2,CAGAYAN,IGUIG,6.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,15.806836628623907,244.63842853645025,373.80059106749144,914.2221550473414,252.01621460842594,118.0
MARING,2021,2,CAGAYAN,LAL LO,488.0,1782.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,2683776.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,31.89656343289272,212.05720315428513,269.23856100211714,880.0849407989689,249.95314875307906,118.0
MARING,2021,2,CAGAYAN,LASAM,33.0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,35.12842453735578,218.7021504122962,381.8915382060196,993.1869744363173,79.43159433714528,118.0
MARING,2021,2,CAGAYAN,PAMPLONA,200.0,629.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1152400.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,34.709542014694385,231.38110400578373,403.65510327847096,983.0373257171875,103.53246931455692,118.0
MARING,2021,2,CAGAYAN,PENABLANCA,5.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.43257949572228,22.21339552022711,191.51626325828272,961.5527615617882,234.9333778097324,118.0
MARING,2021,2,CAGAYAN,PIAT,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.094254799469542,107.53971856328178,291.3250252911927,977.5345493120495,251.9893330150658,118.0
MARING,2021,2,CAGAYAN,RIZAL,99.0,344.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,47520.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,43.1918957089868,34.760717857538914,85.20892189221124,899.7663137651839,126.42538468065057,118.0
MARING,2021,2,CAGAYAN,SANCHEZ MIRA,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,49.64414111232336,258.93102776267807,409.9394135119337,939.5820672963848,97.03929095381548,118.0
MARING,2021,2,CAGAYAN,SANTA ANA,19.0,88.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,69.0,145000.0,"['FINANCIAL', 'HYGIENE KIT']","['FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,65.83345146295328,186.98943804826737,279.0973375030954,925.6585203553415,146.26256318037008,118.0
MARING,2021,2,CAGAYAN,SANTA PRAXEDES,137.0,486.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,739040.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,70.4756287386241,99.26940745579475,267.6691180338071,892.1909484134121,185.06460952777635,118.0
MARING,2021,2,CAGAYAN,SANTA TERESITA,3009.0,14218.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4977.0,16207509.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,31.270818288418305,19.067505085807092,164.76564051812971,943.1969630779402,85.63388368999514,118.0
MAYMAY,2022,2,CAGAYAN,ALLACAPAN,1114.0,4176.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,609384.53,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,17.431435785945638,93.29469651469866,248.5841858146436,999.6961545445427,196.75356190857747,54.0
